SiteID,Latitude,Longitude,L2,DCFC
50427,38.24168,-122.59809,1,0
50428,33.97913,-117.37257,1,0
50429,33.97844,-117.37298,1,0
50430,33.97750,-117.37400,1,0
50432,38.58417,-121.50319,1,0
50433,38.58061,-121.50644,1,0
50434,38.58212,-121.50096,1,0
50435,32.71747,-117.16046,1,0
50443,36.65451,-121.79738,1,0
50448,41.76603,-72.67363,1,0
50453,28.38680,-81.47664,1,0
50457,27.76564,-82.76725,1,0
50459,33.85005,-84.37538,1,0
50462,33.75884,-84.38586,1,0
50464,38.89065,-90.18394,1,0
50467,42.26795,-87.95091,1,0
50470,37.75111,-89.08925,1,0
50471,41.88076,-87.62911,1,0
50477,41.91439,-87.84044,1,0
50480,29.97910,-90.22681,1,0
50483,42.16984,-72.64563,1,0
50484,41.64844,-70.29186,1,0
50666,38.51853,-89.92641,1,0
50674,39.18684,-96.58279,1,0
50675,38.91473,-94.79960,1,0
50677,42.23921,-70.98332,1,0
50678,42.52263,-70.89308,1,0
50679,42.51951,-70.88996,1,0
50684,42.97472,-85.62069,1,0
50685,42.94805,-85.70236,1,0
50690,35.22892,-80.84177,1,0
50691,35.22871,-80.83451,1,0
50692,35.22666,-80.84075,1,0
50693,35.22762,-80.84119,1,0
50696,35.31285,-81.87889,1,0
50698,35.26294,-81.18246,1,0
50707,42.89582,-78.86798,1,0
50708,42.89582,-78.86798,1,0
50710,42.90031,-78.86380,1,0
50711,40.78922,-73.97496,1,0
50712,36.00035,-95.88907,1,0
50713,35.93062,-95.13620,1,0
50714,45.51829,-122.68088,1,0
50715,45.52099,-122.68771,1,0
50716,45.39645,-122.75364,1,0
50719,40.44511,-79.99533,1,0
50726,44.17851,-73.24500,1,0
50729,34.07237,-118.39988,1,0
50731,34.11789,-117.82218,1,1
50732,36.89064,-121.39902,1,0
50736,37.71530,-122.21450,1,0
50737,34.06305,-117.74227,1,0
50738,37.93786,-122.34454,1,0
50741,38.58047,-121.48694,1,0
50742,36.59460,-121.62469,1,0
50752,36.92693,-121.76430,1,0
50756,28.43212,-81.30827,1,0
50792,34.40641,-119.69700,1,0
50799,33.49353,-117.14600,1,0
50806,41.79822,-71.90661,1,0
50808,41.78481,-72.60270,1,0
50809,41.76666,-72.67649,1,0
50810,41.76326,-72.66918,1,0
50812,41.55088,-72.66221,1,0
50816,41.14640,-73.49240,1,0
50819,41.69161,-72.65651,1,0
50828,41.76644,-72.67306,1,0
50829,41.80042,-72.24223,1,0
50831,42.15193,-71.49534,1,1
50834,44.37991,-70.70744,1,0
50835,42.73707,-84.48332,1,0
50836,42.74338,-84.48373,1,0
50837,42.74588,-84.62145,1,0
50840,42.73174,-84.49396,1,0
50843,42.74112,-84.55468,1,0
50844,42.71833,-84.63076,1,0
50848,42.58959,-84.45744,1,0
50854,42.81661,-73.88966,1,0
50858,44.03594,-124.13264,1,0
50949,37.78228,-122.41819,1,0
50969,37.78813,-122.42214,1,0
51001,38.54167,-121.77100,1,0
51002,38.54215,-121.77100,1,0
51053,36.82133,-121.46849,1,0
51058,36.61588,-121.90101,1,0
51063,37.79831,-122.40936,1,0
51064,37.79201,-122.40451,1,0
51066,37.77149,-121.99337,1,0
51074,41.80488,-72.24336,1,0
51076,41.61506,-93.85859,1,0
51087,39.39948,-76.56312,1,0
51092,36.17512,-115.08223,1,0
51095,42.68129,-73.84969,1,0
51096,39.61358,-84.16188,1,0
51097,39.62855,-84.16025,1,0
51108,30.44253,-97.62957,1,0
51109,43.82168,-72.52090,1,0
51111,44.24704,-88.40131,1,0
51131,34.13625,-117.61613,1,0
51134,42.90578,-88.85505,1,0
51204,38.79714,-121.31234,1,0
51205,38.05248,-122.15316,1,0
51207,34.07163,-117.32250,1,0
51210,38.43145,-121.29934,1,0
51211,38.67663,-121.17958,1,0
51213,37.65628,-122.09346,1,0
51214,38.60641,-122.86227,1,0
51215,33.67808,-118.00070,1,0
51218,38.10611,-122.56794,1,0
51219,38.10835,-122.57774,1,0
51222,37.80073,-122.26529,1,1
51223,37.80027,-122.27668,1,0
51229,37.65612,-121.89932,1,0
51234,38.56868,-121.49265,1,0
51235,38.57876,-121.49908,1,0
51236,38.57865,-121.50238,1,0
51243,37.79511,-122.40364,1,0
51247,37.71274,-122.11179,1,0
51249,37.64873,-122.38327,1,0
51252,39.32401,-120.16978,1,0
51259,26.70602,-80.05196,1,0
51266,41.94576,-91.68038,1,0
51267,40.47871,-88.99355,1,0
51269,38.88412,-94.80816,1,0
51275,42.26725,-83.75056,1,0
51286,40.91593,-97.08551,1,0
51294,42.43897,-76.50206,1,0
51296,40.75815,-73.96530,1,0
51297,40.82145,-73.87764,1,0
51308,30.39025,-97.74825,1,0
51314,47.80436,-122.33416,1,0
51515,35.36691,-120.84548,1,0
51516,33.73081,-116.38184,1,0
51518,34.09358,-117.60525,1,0
51525,21.33571,-157.86809,1,0
51527,21.29316,-157.85106,1,0
51529,19.95102,-155.85911,1,0
51530,21.33167,-158.11933,1,0
51532,21.96162,-159.35101,1,0
51534,42.44737,-71.75074,1,0
51535,38.62563,-90.34091,1,0
51536,38.67599,-90.60821,1,0
51537,43.10056,-77.44193,1,0
51569,38.06485,-78.88718,1,0
51648,34.10761,-118.02554,1,0
51654,37.67096,-122.08615,1,0
51655,37.38044,-122.11204,1,0
51660,38.98233,-84.39973,1,0
51661,37.72077,-85.87772,1,0
51662,38.03922,-84.45338,1,0
51668,42.59745,-83.16371,1,0
51670,35.78270,-78.78126,1,0
51672,41.12579,-101.71541,1,0
51676,40.85063,-73.88113,1,0
51680,40.73695,-73.99780,1,0
51681,40.76913,-73.96871,1,0
51682,40.76434,-73.96408,1,0
51683,40.75846,-73.97221,1,0
51686,40.73049,-74.00073,1,0
51687,40.70182,-73.98682,1,0
51689,42.02344,-73.90204,1,0
51691,39.95453,-82.87704,1,0
51694,39.88821,-82.88590,1,0
51697,39.74609,-82.64770,1,0
51698,39.88867,-84.21738,1,0
51699,45.33383,-122.59680,1,0
51702,36.31577,-86.87748,1,0
51706,38.89356,-77.07244,1,0
51707,44.79723,-73.07175,1,0
51708,47.61659,-122.32989,1,0
51709,47.61596,-122.33076,1,0
51710,39.30026,-123.79134,1,0
51711,36.57303,-121.80490,1,0
51714,38.05620,-122.51860,1,0
51716,33.72986,-116.37911,1,0
51718,37.53172,-122.25964,1,0
51721,38.58111,-121.50260,1,0
51722,36.67716,-121.65473,1,0
51726,37.79237,-122.40945,1,0
51727,37.40032,-121.93866,1,0
51729,36.98393,-121.97822,1,0
51730,37.90098,-122.06128,1,0
51731,38.54943,-122.81406,1,0
51740,26.11424,-80.14382,1,0
51742,25.88801,-80.16549,1,0
51744,27.33339,-82.57748,1,0
51745,28.09169,-82.40352,1,0
51747,38.92418,-90.17913,1,0
51787,27.33324,-82.54577,1,0
51802,41.22711,-95.85947,1,0
51856,41.13005,-104.83733,1,0
51900,37.04455,-76.38060,1,0
51902,37.28015,-79.93323,1,0
51905,48.07991,-123.10577,1,0
51912,33.66317,-117.89992,1,0
51915,37.98728,-122.58894,1,0
51916,37.98515,-122.59070,1,0
51917,33.87768,-117.88347,1,0
51919,38.13527,-121.27687,1,0
51920,38.13238,-121.28031,1,0
51921,38.11553,-121.28894,1,0
51922,38.13479,-121.27182,1,0
51923,38.13704,-121.27551,1,0
51924,34.05515,-118.41362,1,0
51926,33.88699,-118.41076,1,0
51929,33.60933,-117.87166,1,0
51933,37.43004,-122.14794,1,0
51934,37.41967,-122.11272,1,0
51935,38.23405,-122.64225,1,0
51936,34.13193,-117.61569,1,0
51937,33.73485,-118.33408,1,0
51939,38.57386,-121.48914,1,0
51943,36.65156,-121.62380,1,0
51944,36.65729,-121.65785,1,0
51945,34.18123,-117.32365,1,0
51947,34.07743,-117.81619,1,0
51948,37.79113,-122.39813,1,0
51949,37.78097,-122.42119,1,0
51951,33.77767,-118.30252,1,0
51952,38.00715,-122.55477,1,0
51954,34.40989,-119.69729,1,0
51956,34.92131,-120.42294,1,0
51959,34.60607,-120.09369,1,0
51960,34.61009,-120.08646,1,0
51962,34.25054,-119.20553,1,0
51963,41.90975,-73.04258,1,0
51965,26.44035,-80.08510,1,0
51968,26.26526,-80.09996,1,0
51969,27.32980,-82.52951,1,0
51970,26.14805,-80.33904,1,0
51971,28.05392,-81.73433,1,0
51972,41.69872,-93.57884,1,0
51975,41.37558,-87.45182,1,0
51976,36.61023,-88.30609,1,0
51978,42.34054,-72.64199,1,0
51982,39.42114,-77.46074,1,0
51983,39.19898,-76.68518,1,0
51985,39.39088,-76.60750,1,0
51986,39.39604,-76.60870,1,0
51987,39.38983,-76.60666,1,0
51988,39.39496,-76.62140,1,0
51989,38.64352,-76.89137,1,0
51992,42.30991,-84.01837,1,0
51995,42.77973,-83.53068,1,0
51999,42.36785,-83.27467,1,0
52002,39.24890,-94.65668,1,0
52006,40.32427,-74.07396,1,0
52007,36.04873,-115.02773,1,0
52008,35.61039,-115.39199,1,0
52011,39.52777,-119.81252,1,0
52014,42.72584,-73.79942,1,0
52016,40.84682,-73.83463,1,0
52021,40.73453,-73.81793,1,0
52023,41.19684,-73.96688,1,0
52027,41.19673,-73.72465,1,0
52033,41.08420,-81.51908,1,0
52034,41.15176,-81.38036,1,0
52037,36.27517,-86.69066,1,0
52038,30.21834,-97.66215,1,0
52053,42.58929,-72.60290,1,0
52054,42.58755,-72.60130,1,0
52056,38.77629,-90.27251,1,0
52057,35.81506,-78.86406,1,0
52058,35.80247,-78.48730,1,0
52071,37.73040,-89.19403,1,0
52096,34.28359,-118.78146,1,0
52101,39.40192,-107.21139,1,0
52103,28.01897,-82.72314,1,0
52105,28.45031,-81.39801,1,0
52110,33.64503,-84.46588,1,0
52134,44.51551,-72.37451,1,0
52135,44.43000,-72.01740,1,0
52138,47.64476,-122.19917,1,0
52257,43.02676,-77.43779,1,0
52260,41.79239,-71.40294,1,0
52262,37.75814,-77.48158,1,0
52263,38.40117,-78.90166,1,0
52265,47.29945,-122.57600,1,0
52267,47.64345,-122.20390,1,0
52269,39.60872,-78.23715,1,0
52271,41.18758,-85.09966,1,0
52272,39.72005,-86.34919,1,0
52274,42.67944,-71.43158,1,0
52275,42.68123,-71.42781,1,0
52277,42.58988,-83.03190,1,0
52278,39.03523,-94.55483,1,0
52280,41.69506,-98.00400,1,0
52282,39.52607,-119.82121,1,0
52285,42.86961,-73.82399,1,0
52286,42.69749,-73.89094,1,0
52290,40.70922,-74.01615,1,0
52293,34.67073,-118.14665,1,0
52295,34.04672,-118.44417,1,0
52298,37.53079,-122.26133,1,0
52305,28.45194,-81.31677,1,0
52308,20.93664,-156.69200,1,0
52309,19.91652,-155.88223,1,0
52310,41.55698,-90.55605,1,0
52331,36.06161,-94.16100,1,0
52372,39.94158,-86.23834,1,0
52376,35.30417,-81.02103,1,0
52377,35.85305,-78.57954,1,0
52378,35.86255,-78.69686,1,0
52522,34.71962,-118.17690,1,0
52524,33.82943,-116.51291,1,0
52525,33.81969,-116.52124,1,0
52526,33.82435,-116.51152,1,0
52527,33.82309,-116.51263,1,0
52528,33.82586,-116.53818,1,0
52532,25.68220,-80.31692,1,0
52533,25.85735,-80.21040,1,0
52540,39.59942,-86.10711,1,0
52543,38.90657,-76.86590,1,0
52545,42.98183,-84.54456,1,0
52546,42.66108,-83.40469,1,0
52547,45.22168,-93.30969,1,0
52550,30.35459,-97.40711,1,0
52551,38.89474,-77.07256,1,0
52553,38.03632,-78.50659,1,0
52555,43.51713,-73.23960,1,0
52558,47.30190,-122.57954,1,0
52564,44.17329,-93.94599,1,0
52565,44.94804,-93.31933,1,0
52566,44.86220,-93.28263,1,0
52568,45.01653,-93.18640,1,0
52572,45.04410,-93.03800,1,0
52573,35.13577,-80.90781,1,0
52578,43.00181,-78.78847,1,0
52583,43.04221,-76.13749,1,0
52591,41.80635,-71.34069,1,0
52595,41.63264,-71.24109,1,0
52596,41.82405,-71.41399,1,0
52597,41.83190,-71.41687,1,0
52598,41.37749,-71.52440,1,0
52599,41.70553,-71.49251,1,0
52600,35.63254,-85.85261,1,0
52603,33.84449,-116.52880,1,0
52604,33.81969,-116.54588,1,0
52605,33.82912,-116.51550,1,0
52606,33.82321,-116.51207,1,0
52607,33.86774,-116.55230,1,0
52608,33.81972,-116.52823,1,0
52610,33.82065,-116.54680,1,0
52611,33.85837,-116.55812,1,0
52612,33.83731,-116.54086,1,0
52614,37.39180,-121.95394,1,0
52615,37.39312,-121.95144,1,0
52619,37.27217,-107.88317,1,0
52620,40.58948,-105.06352,1,0
52621,41.29251,-72.78984,1,0
52640,39.19591,-120.23625,1,0
52642,40.39438,-105.07016,1,0
52643,40.41340,-105.05171,1,0
52645,40.39395,-105.11588,1,0
52649,41.64937,-72.77065,1,0
52650,41.35404,-72.21144,1,0
52651,41.49160,-72.09146,1,0
52656,40.50863,-88.98481,1,0
52657,39.97285,-86.00516,1,0
52658,38.16556,-86.81335,1,0
52659,44.28882,-71.22462,1,0
52660,44.39377,-71.18976,1,0
52722,34.10424,-118.71154,1,0
52731,34.04616,-118.93366,1,0
52732,37.89615,-122.52217,1,0
52737,38.24922,-122.04183,1,0
52748,37.72085,-122.47702,1,0
52756,37.31922,-121.86028,1,0
52761,36.95957,-122.04676,1,0
52762,38.83157,-104.82242,1,0
52763,39.84936,-104.67381,1,0
52784,30.43172,-91.11102,1,0
52788,42.06355,-71.01623,1,0
52789,42.07433,-71.25897,1,0
52791,42.46537,-71.06115,1,0
52792,42.16518,-71.04346,1,0
52793,42.13683,-72.61835,1,0
52794,42.17176,-70.95594,1,0
52800,35.22538,-80.82213,1,0
52816,41.84814,-71.35412,1,0
52818,41.93567,-71.47837,1,0
52819,41.38966,-71.47297,1,0
52820,41.84271,-71.46675,1,0
52824,41.72575,-71.43691,1,0
52834,35.14077,-89.83421,1,0
52836,36.14882,-86.79958,1,0
52837,30.21628,-97.69205,1,0
52852,29.79186,-95.41081,1,0
52854,29.54362,-98.32343,1,0
52855,38.77911,-77.14723,1,0
52863,47.12823,-123.10327,1,0
52867,44.97580,-93.25427,1,0
52899,33.91116,-117.29002,1,0
52905,33.93790,-84.52228,1,0
52906,47.69772,-116.80828,1,0
52910,37.84383,-94.70685,1,0
52911,37.81710,-95.42914,1,0
52914,39.28981,-94.91489,1,0
53039,45.71392,-121.51668,1,0
53042,41.79242,-71.36737,1,0
53055,41.87584,-71.51748,1,0
53057,37.29455,-80.04520,1,0
53062,34.07459,-118.39420,1,0
53066,33.67689,-117.85088,1,0
53068,33.97326,-117.33211,1,0
53069,33.97592,-117.32455,1,0
53070,33.97055,-117.33100,1,0
53071,33.97521,-117.33255,1,0
53072,38.59676,-121.50063,1,0
53074,37.80813,-122.41168,1,0
53077,39.48245,-106.04801,1,0
53078,39.79895,-104.98229,1,0
53083,26.83195,-80.13962,1,0
53084,33.74766,-84.38724,1,0
53087,43.56926,-116.22249,1,0
53088,41.92801,-88.12185,1,0
53091,42.40862,-71.11863,1,0
53093,42.36440,-71.25989,1,0
53102,46.78534,-92.10196,1,0
53103,45.03223,-93.02568,1,0
53104,44.93624,-93.09052,1,0
53105,35.91149,-79.04520,1,0
53107,42.72974,-73.85107,1,0
53110,40.89488,-73.86053,1,0
53112,42.93136,-78.87911,1,0
53113,42.94474,-78.87038,1,0
53116,42.86094,-73.77129,1,0
53118,42.28107,-73.75137,1,0
53119,43.41453,-73.71440,1,0
53123,40.75603,-73.99265,1,0
53124,40.87972,-73.88039,1,0
53226,39.07394,-76.86963,1,0
53364,36.11287,-94.14603,1,0
53366,38.90229,-121.08458,1,0
53373,38.53441,-121.76000,1,0
53374,37.91567,-122.31096,1,0
53380,33.77920,-117.86857,1,0
53381,35.13608,-120.62373,1,0
53383,38.57894,-121.50386,1,0
53387,34.05358,-118.25144,1,0
53389,34.05767,-118.25337,1,0
53397,41.57531,-72.50195,1,0
53403,27.99662,-80.62713,1,0
53404,33.74754,-84.39115,1,0
53405,34.42269,-119.69024,1,0
53406,34.60590,-120.10137,1,0
53408,33.83522,-118.35023,1,0
53409,38.58206,-121.52351,1,0
53412,42.07890,-87.86317,1,0
53413,38.95013,-90.19522,1,0
53414,41.41726,-87.35325,1,0
53416,41.59250,-87.49666,1,0
53417,41.43155,-87.02830,1,0
53418,42.54220,-71.62067,1,0
53419,42.33297,-72.63666,1,0
53421,39.36851,-77.14307,1,0
53423,38.38946,-75.58066,1,0
53426,44.94992,-92.99811,1,0
53428,44.88396,-93.21125,1,0
53430,44.87386,-93.22802,1,0
53432,44.94874,-93.11116,1,0
53435,42.23173,-97.01992,1,0
53437,42.46420,-79.28012,1,0
53439,43.00504,-76.11631,1,0
53442,41.79156,-73.65972,1,0
53455,39.96190,-84.17104,1,0
53456,39.95868,-84.18528,1,0
53457,39.96444,-84.19123,1,0
53460,41.98495,-71.60772,1,0
53466,41.72258,-71.47291,1,0
53467,33.36817,-79.28435,1,0
53469,30.27806,-97.71015,1,0
53474,47.61400,-122.33919,1,0
53475,47.75690,-122.31234,1,0
53545,40.58797,-105.07861,1,0
53548,41.79590,-72.55297,1,0
53551,41.28182,-73.49317,1,0
53586,30.04763,-99.14186,1,0
53671,37.70299,-121.91829,1,0
53672,34.05084,-118.25467,1,0
53674,38.29649,-122.28240,1,0
53675,33.61837,-117.87246,1,0
53676,34.05144,-117.54390,1,0
53677,34.14887,-118.14891,1,0
53679,38.62197,-121.52102,1,0
53681,37.77614,-122.38880,1,0
53685,42.18482,-87.79972,1,0
53686,40.69137,-89.59452,1,0
53687,42.02987,-87.74794,1,0
53689,42.43320,-71.45201,1,0
53693,40.05182,-83.04755,1,0
53694,44.50499,-124.07932,1,0
53699,38.02298,-78.46884,1,0
53700,44.46322,-72.68754,1,0
53702,48.59448,-120.40649,1,0
53718,37.70920,-120.99390,1,0
53719,33.88762,-117.83840,1,0
53723,37.75845,-122.25336,1,0
53726,44.73406,-93.28603,1,1
53728,44.29199,-88.47056,1,0
53854,43.60094,-116.50773,1,0
53859,42.05150,-87.83391,1,0
53863,39.39983,-76.55110,1,0
53866,39.62897,-77.76681,1,0
53867,38.96298,-76.86259,1,0
53869,43.61221,-84.75898,1,0
53872,44.89360,-93.27774,1,0
53873,44.97920,-93.22933,1,0
53875,44.97219,-93.22637,1,0
53879,44.94914,-93.14524,1,0
53881,45.10382,-95.04357,1,0
53884,35.75362,-78.73950,1,0
53885,35.58962,-80.83422,1,0
53887,35.70270,-82.57580,1,0
53888,42.99009,-70.92797,1,0
53893,39.13335,-119.77003,1,0
53894,43.45621,-73.38346,1,0
53900,33.11690,-117.10593,1,0
53901,40.80727,-124.11442,1,0
53903,33.73759,-117.03011,1,0
53905,33.72075,-116.32750,1,0
53907,33.70007,-117.84298,1,0
53909,32.74477,-117.03039,1,0
53910,34.05056,-117.82063,1,0
53915,32.80377,-117.21826,1,0
53917,37.69268,-122.17105,1,0
53921,34.92299,-120.42306,1,0
53923,34.16297,-118.82825,1,0
53927,38.36124,-121.97596,1,0
53930,33.19611,-117.25082,1,0
53935,40.07733,-105.23938,1,0
53944,39.74231,-104.99756,1,0
53948,27.61078,-81.51562,1,0
53949,26.62963,-80.07295,1,0
53952,36.84371,-81.50373,1,0
53954,37.50700,-77.59262,1,0
53955,37.07550,-76.47486,1,0
53956,37.14830,-76.52599,1,0
53957,36.91244,-76.23548,1,0
53958,37.66006,-77.62964,1,0
53959,37.53574,-77.43527,1,0
53963,36.85054,-76.02789,1,0
53968,45.65039,-122.60401,1,0
53975,43.20571,-77.47672,1,0
53976,43.11006,-75.29348,1,0
53977,41.28977,-82.21719,1,0
53982,43.39347,-124.21869,1,0
53986,36.58361,-87.31419,1,0
53987,35.20355,-89.79919,1,0
53989,32.75707,-97.48126,1,0
53990,29.78291,-95.55260,1,0
53991,32.83911,-96.95536,1,0
53992,32.90780,-96.45358,1,0
53994,38.89458,-77.06998,1,0
53995,38.89714,-77.13833,1,0
53996,38.89527,-77.06970,1,0
53998,37.72489,-77.46953,1,0
54000,37.20175,-80.41116,1,0
54001,37.17981,-80.41141,1,0
54002,37.22983,-80.42984,1,0
54005,37.19740,-80.41989,1,0
54007,36.82342,-76.40636,1,0
54008,37.35558,-77.41423,1,1
54012,37.04107,-76.38478,1,0
54068,39.84936,-104.67381,1,0
54069,39.61475,-104.89845,1,0
54071,39.98740,-105.08974,1,0
54075,45.41589,-123.18328,1,0
54077,32.97922,-96.77111,1,0
55658,47.04489,-122.89530,1,0
55670,39.14953,-76.90410,1,0
55674,42.36515,-71.09179,1,0
55676,42.25115,-87.84185,1,0
55685,42.13175,-87.78596,1,0
55686,42.13357,-87.78718,1,0
55719,36.99924,-122.06331,1,0
55725,43.21174,-75.45678,1,0
55733,43.18621,-76.24201,1,0
55734,37.79270,-122.39996,1,0
55740,44.93837,-93.16962,1,0
55748,42.04846,-87.67926,1,0
55750,41.88735,-87.80361,1,0
55762,32.71180,-117.15262,1,0
55763,32.71176,-117.15262,1,0
55778,47.65954,-122.34258,1,0
55793,33.78216,-84.38692,1,0
55800,37.76346,-122.45868,1,0
55801,37.76346,-122.45868,1,0
55803,37.76861,-122.39491,1,0
55814,34.15561,-118.25886,1,0
55815,41.50426,-88.17753,1,0
55826,30.35372,-97.40678,1,0
55845,41.86476,-87.80462,1,0
55878,33.86108,-118.14331,1,0
55952,37.32908,-121.88877,1,0
55965,37.94842,-122.50659,1,0
55985,32.87471,-117.21180,1,0
55988,33.66976,-117.86209,1,0
55995,47.61388,-122.33941,1,0
56001,40.75147,-73.99278,1,0
56059,40.76138,-73.98527,1,0
56129,39.09838,-77.19173,1,0
56168,47.54487,-122.01977,1,0
56181,37.77738,-122.39316,1,0
56264,37.71807,-122.48349,1,0
56265,37.71902,-122.48064,1,0
56267,37.72039,-122.48365,1,0
56268,37.71654,-122.47388,1,0
56269,37.71896,-122.48197,1,0
56270,37.71774,-122.48204,1,0
56271,37.71433,-122.47330,1,0
56272,37.71764,-122.48095,1,0
56273,37.72081,-122.48396,1,0
56274,37.71389,-122.47256,1,0
56287,44.94798,-93.08658,1,0
56354,33.79765,-117.88986,1,0
56360,47.52291,-122.39366,1,0
56361,47.60268,-122.32740,1,0
56362,47.60324,-122.32757,1,0
56382,40.21399,-74.03857,1,0
56446,37.65815,-121.87876,1,0
56487,29.60895,-98.60223,1,0
56514,29.58554,-98.61699,1,0
56526,38.90503,-77.04684,1,0
56564,38.90750,-77.04399,1,0
56565,38.90498,-77.04015,1,0
56566,38.90229,-77.02663,1,0
56570,27.49906,-82.57318,1,0
56636,30.30928,-97.94238,1,0
56664,30.21650,-97.69153,1,0
56687,37.94394,-122.06129,1,0
56736,35.08827,-106.64953,1,0
56751,42.59377,-83.16268,1,0
56771,45.49416,-122.67118,1,0
56790,41.88298,-87.63403,1,0
56803,34.26052,-119.21601,1,0
56805,41.88591,-87.63180,1,0
56839,41.88658,-87.62031,1,0
56870,47.60560,-122.33063,1,0
56874,41.89934,-87.62663,1,0
56958,36.17921,-86.81128,1,0
57011,45.35646,-122.83899,1,0
57085,42.29139,-85.58152,1,0
57195,41.18669,-85.10263,1,0
57205,42.59149,-83.59953,1,0
57212,33.92141,-117.41435,1,0
57221,38.90152,-77.05992,1,0
57245,40.65688,-73.39636,1,0
57313,30.46970,-97.59849,1,0
57329,29.99633,-90.24583,1,0
57512,29.45155,-98.64228,1,0
57571,42.35628,-71.05560,1,0
57638,44.97753,-93.26396,1,0
57685,42.36371,-71.08234,1,0
57715,47.62009,-122.31974,1,0
57717,32.73070,-117.20563,1,0
57741,38.29169,-122.45557,1,0
57779,38.92405,-92.33463,1,0
57789,37.79218,-122.40922,1,0
57799,40.67507,-73.91313,1,0
57800,35.99384,-78.90516,1,0
57805,36.17015,-115.19233,1,0
57830,36.11407,-115.14834,1,0
57837,36.05915,-115.00550,1,0
57838,38.94102,-119.74808,1,0
57853,42.74012,-73.73133,1,0
57861,42.52036,-70.89021,1,0
57865,37.78442,-122.39942,1,0
57933,37.91304,-122.06614,1,0
57934,42.28144,-85.62105,1,0
57937,37.79484,-122.40353,1,0
57970,38.57479,-121.48811,1,0
58005,42.82224,-83.55803,1,0
58010,42.47388,-96.41431,1,0
58031,38.90221,-77.04276,1,0
58036,38.96037,-119.94089,1,0
58050,36.27453,-86.69236,1,0
58084,38.90101,-77.04423,1,0
58139,41.88566,-88.34311,1,0
58187,35.90078,-79.04628,1,0
58199,43.09819,-73.78367,1,0
58205,43.02241,-74.36023,1,0
58215,42.50380,-82.97284,1,0
58216,43.09247,-88.91428,1,0
58231,37.92585,-122.05269,1,0
58234,40.79127,-73.95204,1,0
58251,30.40601,-97.72068,1,0
58254,42.44182,-79.32956,1,0
58255,42.48768,-79.33587,1,0
58262,42.93707,-78.85196,1,0
58263,42.89947,-78.86866,1,0
58269,42.24593,-84.75286,1,0
58277,28.55344,-81.39601,1,0
58279,28.43293,-81.58109,1,0
58288,39.54706,-119.82063,1,0
58289,38.10671,-122.56868,1,0
58291,38.70135,-90.16019,1,0
58292,34.13603,-116.05912,1,0
58293,28.58640,-81.36406,1,0
58295,44.40753,-73.21653,1,0
58299,43.70196,-86.36465,1,0
58301,41.04084,-73.54054,1,0
58302,41.89359,-87.63279,1,0
58306,39.53308,-119.81594,1,0
58307,39.49696,-119.80092,1,0
58308,29.58772,-95.62686,1,0
58313,42.06113,-88.05981,1,1
58314,33.77531,-84.38962,1,0
58317,37.89941,-122.05950,1,0
58320,39.41479,-119.75591,1,0
58321,44.97206,-93.48000,1,0
58323,39.53310,-119.81599,1,0
58324,42.34588,-71.10056,1,0
58325,42.03007,-87.67815,1,0
58326,41.88942,-87.63003,1,0
58327,36.17629,-115.28960,1,0
58330,33.76869,-118.19143,1,0
58331,39.16913,-119.76082,1,0
58334,37.97200,-122.52501,1,0
58335,41.90121,-87.63113,1,0
58336,43.36650,-124.21499,1,0
58344,36.10254,-115.16721,1,0
58723,32.77560,-117.12606,1,0
60003,47.83990,-120.01990,1,0
60004,48.47654,-120.18080,1,0
60005,48.42169,-119.50409,1,0
60006,47.75843,-120.74242,1,0
60007,48.05183,-119.90151,1,0
60012,42.56045,-83.37424,1,0
60014,38.60956,-90.33429,1,0
60015,39.17132,-119.75773,1,0
60016,35.14910,-106.59048,1,0
60026,40.80379,-124.16388,1,0
60047,33.78259,-84.39215,1,0
60048,33.78172,-84.39215,1,0
60054,40.86817,-124.08535,1,0
60056,32.80444,-96.81642,1,0
60057,36.13710,-115.16679,1,0
60060,32.87381,-117.21568,1,0
60073,28.59648,-81.21494,1,0
60074,25.75085,-80.22857,1,0
60075,25.74772,-80.25517,1,0
60077,38.79036,-121.21499,1,0
60079,36.11398,-115.17320,1,0
60081,33.66435,-117.91857,1,0
60125,34.07298,-118.44480,0,1
60140,33.81241,-117.92457,1,0
60141,33.80851,-117.91904,1,0
60154,38.40307,-121.38952,1,0
60156,38.79629,-121.31683,1,0
60158,36.16186,-115.15959,1,0
60165,42.05017,-87.68513,1,0
60173,38.95360,-119.76351,1,0
60175,26.64415,-81.86686,1,0
60179,38.74906,-121.25438,1,0
60180,32.66141,-117.10203,1,0
60185,33.90090,-118.36849,1,0
60186,43.49103,-112.04452,1,0
60194,33.45598,-117.10624,1,0
60195,38.03855,-84.52986,1,0
60200,34.43524,-119.74799,1,1
60219,32.83452,-96.82923,1,0
60220,32.83440,-96.82848,1,0
60227,38.40322,-122.71769,1,0
60229,45.74807,-122.66282,1,0
60241,47.62079,-122.19247,1,0
60242,37.39551,-121.95449,1,0
60243,33.68888,-117.88292,1,0
60246,39.55942,-105.00246,1,0
60264,35.79399,-78.75033,1,0
60285,38.67061,-90.44530,1,0
60286,38.40629,-122.71692,1,0
60305,45.10080,-93.45404,1,0
60311,43.67720,-93.35403,1,0
60326,40.59993,-75.56264,1,0
60327,42.13978,-71.21988,1,0
