SiteID,Latitude,Longitude,L2,DCFC
38522,39.84389,-104.77114,1,1
38525,42.37244,-71.12288,1,0
38529,35.08847,-106.64957,1,0
38538,43.26454,-85.25668,1,0
38774,41.49206,-87.52282,1,0
38778,42.96208,-85.65902,1,0
38799,30.48569,-81.66272,1,0
38821,39.86555,-74.95377,1,0
38822,39.47607,-119.79332,1,0
38845,41.58879,-95.05950,1,0
38853,42.00849,-87.89967,1,0
38855,40.50762,-88.98341,1,0
38856,40.51129,-88.98487,1,0
38861,30.19870,-93.21232,1,0
38877,42.25448,-85.64022,1,0
38879,42.93349,-85.34076,1,0
38886,44.94663,-93.09146,1,0
38892,35.22691,-80.85018,1,0
38902,33.69254,-117.88369,1,0
38904,33.69021,-117.88197,1,0
38905,38.64367,-121.14844,1,0
38910,34.06250,-118.17166,1,1
38918,33.61477,-117.87721,1,0
38926,37.71238,-122.21333,1,0
38931,37.33129,-121.89340,1,0
38934,36.97416,-122.02779,1,0
38945,25.95661,-80.14657,1,0
38952,47.76018,-122.19058,1,0
38955,47.74132,-121.98405,1,0
38959,47.67922,-122.12995,1,0
38966,47.67236,-122.09903,1,0
38976,47.73379,-122.14689,1,0
38978,43.01141,-89.45911,1,0
38981,40.75586,-73.98250,0,1
38997,30.26024,-97.75382,1,0
39006,43.09664,-89.50001,1,0
39016,35.77842,-78.64347,1,0
39017,35.77435,-78.64229,1,0
39114,30.20615,-97.75911,1,1
39232,37.48755,-122.22724,0,1
39314,39.14580,-123.19850,1,0
39514,36.91058,-80.31736,1,0
39574,37.55141,-77.45233,1,0
39705,36.01028,-84.26805,1,0
39707,35.55837,-86.44828,1,0
39708,32.40891,-99.77146,1,0
39709,35.15935,-101.93894,1,0
39710,32.67646,-97.08717,1,0
39711,30.37454,-97.73145,1,0
39712,29.80725,-94.97383,1,0
39713,30.06254,-94.13351,1,0
39714,32.83934,-97.16099,1,1
39715,30.63920,-96.30671,1,0
39717,27.73082,-97.41602,1,0
39718,32.64678,-96.86349,1,0
39719,33.77533,-96.58308,1,0
39720,31.78393,-106.41727,1,0
39721,31.72402,-106.30221,1,0
39723,32.72159,-97.47854,1,1
39724,32.92818,-97.09448,1,1
39725,26.18626,-97.73466,1,0
39726,29.91342,-95.61194,1,1
39727,29.67656,-95.42254,1,1
39728,29.62557,-95.22531,1,1
39729,29.78549,-95.60022,1,1
39730,29.99021,-95.42310,1,1
39731,29.99028,-95.27561,1,0
39732,32.84944,-96.91429,1,0
39733,29.77535,-95.81724,1,0
39734,31.07855,-97.69275,1,0
39735,27.49209,-97.84753,1,0
39736,27.52842,-99.45821,1,0
39737,29.48454,-95.10255,1,0
39738,33.02294,-96.98834,1,1
39739,32.55377,-94.72724,1,0
39740,33.53505,-101.95827,1,0
39741,33.16161,-96.64466,1,1
39742,32.82984,-96.62997,1,1
39743,32.02411,-102.15157,1,0
39745,29.95343,-94.00710,1,0
39746,32.97135,-96.71980,1,1
39747,29.53454,-95.77281,1,0
39748,30.54205,-97.69265,1,0
39749,31.44646,-100.49624,1,0
39750,29.54315,-98.57544,1,0
39751,29.51725,-98.46737,1,0
39752,29.45705,-98.62532,1,0
39753,29.55651,-98.34469,1,0
39754,30.49631,-97.68095,1,0
39755,30.31489,-94.18396,1,0
39756,29.64581,-95.57612,1,1
39757,31.07965,-97.41033,1,1
39758,32.31165,-95.34250,1,0
39759,28.85142,-96.99788,1,0
39760,31.49535,-97.16023,1,0
39761,32.75610,-97.70524,1,0
39762,33.88049,-98.54595,1,0
39763,38.80968,-77.12219,1,1
39764,38.89975,-77.46017,1,1
39765,38.08612,-78.47466,1,1
39766,38.85358,-77.32480,1,0
39768,37.04236,-76.38832,1,1
39769,38.76085,-77.45927,1,1
39771,37.56064,-77.46620,1,0
39772,37.34483,-79.96177,1,1
39773,39.01046,-77.43840,1,1
39774,38.92703,-77.24084,1,0
39775,39.15651,-78.14730,1,1
39778,48.75561,-122.45413,1,1
39779,47.56216,-122.68429,1,0
39780,47.45847,-122.33326,1,1
39782,47.77861,-122.34620,1,0
39783,47.90273,-122.24699,1,0
39786,47.03107,-122.93025,1,0
39787,46.23661,-119.12900,1,0
39788,48.10286,-123.34227,1,1
39789,47.20737,-122.29500,1,1
39791,47.44828,-122.21929,1,0
39795,47.73902,-117.40994,1,0
39796,47.65726,-117.31252,1,1
39797,47.21978,-122.48576,1,0
39798,45.64809,-122.59795,1,0
39799,46.04746,-118.35341,1,0
39802,35.03025,-85.30838,1,1
39803,36.51301,-87.26867,1,1
39805,36.13711,-85.49645,1,0
39806,36.02393,-87.34022,1,0
39807,36.06328,-89.37949,1,0
39808,35.95786,-86.80853,1,1
39809,36.36138,-86.49493,1,1
39811,36.37420,-82.37212,1,0
39812,36.55184,-82.48784,1,0
39813,35.92059,-84.06788,1,0
39814,35.99962,-83.96945,1,0
39815,36.29062,-86.70510,1,1
39816,35.45470,-86.04181,1,0
39817,36.36928,-88.84965,1,0
39818,35.03530,-89.79586,1,0
39819,35.18103,-89.89553,1,1
39820,36.18226,-83.38239,1,0
39821,35.85416,-86.39498,1,1
39822,36.11061,-86.74359,1,1
39823,36.19160,-86.79402,1,1
39827,45.49178,-122.81107,1,0
39828,44.05521,-121.27728,1,1
39830,44.57261,-123.25843,1,0
39831,44.05902,-123.08140,1,0
39832,45.37897,-122.60390,1,0
39836,45.22739,-123.18086,1,0
39837,42.37997,-122.85819,1,0
39838,45.53176,-122.53740,1,0
39839,44.92158,-123.00624,1,0
39840,45.61398,-121.20996,1,1
39841,45.32681,-122.77085,1,0
39842,34.05516,-81.12816,1,1
39844,33.99790,-81.22250,1,1
39845,35.83056,-83.97512,1,0
39846,35.20582,-89.79134,1,1
39847,36.54282,-82.23540,1,0
39848,35.05643,-85.19052,1,0
39849,33.39490,-86.80719,1,1
39850,30.66070,-87.85846,1,0
39851,34.56386,-86.97219,1,1
39852,32.37702,-86.20854,1,1
39853,33.45983,-112.28417,1,0
39854,33.28632,-111.79111,1,1
39855,34.54217,-114.35287,1,0
39856,33.38536,-111.69506,1,0
39857,33.43431,-111.87227,1,1
39858,33.63692,-112.25368,1,0
39859,33.50986,-112.05416,1,1
39860,33.60518,-112.42044,1,0
39861,33.63932,-112.10798,1,0
39862,33.63522,-111.91574,1,1
39863,33.34681,-111.96779,1,0
39864,32.28982,-110.98565,1,1
39865,32.20737,-110.88180,1,0
39869,34.09859,-118.11967,1,0
39870,38.00780,-121.83204,1,0
39871,35.31072,-119.03532,1,1
39872,33.86550,-117.99522,1,0
39873,33.82497,-118.24568,1,0
39874,33.78414,-116.47100,1,1
39875,33.86154,-118.10047,1,0
39876,39.75633,-121.84372,1,0
39877,33.99760,-117.92780,1,1
39878,36.83751,-119.71699,1,0
39879,37.67127,-122.46354,1,1
39880,37.98019,-122.05013,1,0
39881,33.88309,-117.61529,1,1
39882,33.67540,-117.91868,1,0
39883,38.55252,-121.69156,1,1
39884,33.94730,-118.15117,1,0
39885,34.13483,-117.97749,1,0
39886,32.79590,-116.97616,1,0
39887,34.06954,-118.02691,1,1
39888,38.40222,-121.38553,1,1
39889,33.11649,-117.10684,1,0
39890,40.80056,-124.16441,1,0
39891,38.63419,-121.20417,1,1
39892,34.13535,-117.44573,1,0
39893,37.48939,-121.95760,1,1
39894,36.81862,-119.78980,1,0
39895,33.76638,-117.96834,1,1
39896,33.88920,-118.30703,1,0
39897,36.99687,-121.55857,1,0
39898,34.13705,-118.25536,1,0
39899,34.43427,-119.82093,1,1
39901,37.66231,-122.07518,1,1
39902,33.74116,-117.03172,1,0
39903,33.71069,-117.98986,1,1
39904,33.63251,-117.72330,1,1
39905,33.70779,-116.28360,1,1
39906,34.03517,-118.27323,1,1
39907,34.13345,-118.35660,1,1
39908,37.30589,-120.50243,1,0
39910,34.26981,-118.46661,1,0
39911,37.70512,-120.99471,1,0
39912,34.08240,-117.69488,1,1
39913,34.06539,-117.21201,1,1
39914,38.29271,-122.27777,1,0
39915,32.65900,-117.10084,1,0
39916,33.18195,-117.29833,1,1
39917,33.80857,-117.86443,1,1
39918,34.22777,-119.14977,1,1
39919,34.59128,-118.13834,1,1
39920,38.26720,-122.66507,1,0
39921,32.95677,-117.02594,1,1
39922,40.57163,-122.36654,1,0
39923,37.49596,-122.22732,1,1
39925,37.98525,-122.32124,1,0
39926,33.94188,-117.29760,1,0
39927,33.92618,-117.42024,1,0
39928,38.75209,-121.25618,1,1
39929,38.63119,-121.39673,1,1
39930,36.72002,-121.66252,1,1
39931,34.07438,-117.29800,1,1
39932,32.83318,-117.14738,1,1
39933,32.80248,-117.21527,1,1
39934,37.35936,-122.02278,1,0
39935,37.27514,-121.87766,1,1
39936,33.47443,-117.67614,1,1
39937,37.71261,-122.16275,1,1
39938,35.25062,-120.68455,1,1
39939,37.32357,-121.98803,1,0
39940,36.98177,-122.00377,1,0
39943,38.42554,-122.71409,1,0
39944,36.61119,-121.84990,1,1
39945,34.16882,-118.44906,1,0
39947,34.27732,-118.77896,1,1
39948,38.02202,-121.27534,1,0
39949,33.51677,-117.15504,1,1
39951,37.75991,-121.46321,1,0
39952,33.72484,-117.79930,1,1
39953,38.38144,-121.94122,1,0
39954,34.42055,-118.55777,1,0
39955,38.11809,-122.25549,1,0
39956,34.51788,-117.32190,1,0
39957,36.32327,-119.27569,1,0
39959,34.07423,-117.89090,1,1
39962,27.46202,-82.57804,1,0
39963,28.84873,-82.57947,1,0
39964,28.98369,-81.30008,1,1
39965,26.43502,-80.07233,1,1
39966,26.10983,-80.13710,1,0
39967,30.28831,-81.73083,1,0
39968,30.21242,-81.73621,1,1
39969,30.18082,-82.70222,1,0
39970,25.78312,-80.36677,1,1
39971,25.92620,-80.29211,1,1
39972,25.76506,-80.25052,1,1
39973,25.60939,-80.34824,1,0
39974,26.00736,-80.26307,1,0
39975,27.48576,-81.48160,1,1
39976,27.15273,-80.21771,1,0
39978,27.99514,-82.50619,1,1
39979,28.04976,-82.45860,1,0
39980,27.58536,-80.37644,1,0
39982,27.98296,-81.67606,1,1
39983,34.07528,-83.98366,1,1
39985,33.90787,-84.28319,1,1
39986,33.96794,-84.14604,1,1
39988,33.84193,-83.90568,1,1
39989,33.78402,-84.61274,1,1
39990,33.92909,-84.50889,1,1
39991,33.56694,-84.34441,1,0
39992,34.02244,-84.32753,1,1
39993,33.56541,-84.52112,1,1
39994,32.55557,-83.66552,1,0
39995,21.33518,-157.88225,1,0
39996,20.88910,-156.45861,1,0
39997,21.39912,-157.79933,1,1
39998,21.42849,-157.99834,1,0
40012,39.29179,-76.61054,1,0
40018,39.50655,-76.38173,1,1
40020,39.25695,-76.73092,1,0
40025,39.39118,-77.40784,1,1
40026,39.17741,-77.24977,1,0
40028,39.19272,-76.69397,1,0
40029,38.82681,-76.92323,1,1
40030,39.11376,-77.16102,1,1
40033,39.07745,-76.94793,1,1
40043,45.00705,-93.15641,1,0
40044,44.98303,-93.14530,1,0
40046,44.94633,-93.09554,1,0
40047,44.94704,-93.08823,1,0
40054,44.94735,-93.08446,1,0
40058,44.94537,-93.10416,1,0
40059,44.95535,-93.16832,1,0
40063,44.94897,-93.09620,1,0
40066,35.39206,-80.62278,1,1
40067,35.04242,-78.95675,1,1
40068,35.93798,-79.99601,1,0
40069,34.63449,-78.99713,1,0
40070,35.78136,-78.64120,1,0
40248,34.70240,-82.80183,1,0
40255,37.57854,-77.48754,1,0
40365,40.95009,-74.09163,1,0
40367,39.46836,-119.78245,1,0
40371,30.25871,-97.75199,1,0
40372,30.25728,-97.74932,1,0
40380,37.15810,-80.42030,1,0
40382,37.50418,-77.61949,1,1
40383,47.61585,-122.19688,1,0
40384,47.61411,-122.19449,1,0
40389,43.12188,-89.30990,1,0
40390,43.09465,-89.50964,1,0
40396,34.05363,-118.25327,1,0
40397,34.05959,-118.41328,1,0
40398,34.05866,-118.41287,1,0
40399,34.05893,-118.41581,1,0
40401,38.01921,-122.13763,1,0
40402,38.01388,-122.13486,1,0
40407,32.82409,-117.14713,1,0
40427,28.81174,-81.87520,1,0
40429,25.67973,-80.45629,1,0
40444,42.79038,-86.10151,1,0
40447,42.29131,-85.58144,1,0
40448,42.28353,-85.58950,1,0
40452,42.93395,-85.33749,1,0
40453,41.91804,-83.46826,1,0
40455,42.49194,-83.07970,1,0
40459,44.96232,-93.00050,1,0
40460,39.08187,-94.59629,1,0
40522,34.75698,-82.38380,1,0
40565,38.95170,-77.40924,1,0
40570,34.84091,-82.40004,1,0
40571,34.92624,-82.43316,1,0
40572,41.99759,-72.58338,1,0
40594,26.93220,-80.10270,1,0
40596,42.63360,-83.22093,1,0
40601,42.33375,-83.05662,1,0
40603,42.33476,-83.06080,1,0
40607,42.68321,-83.13660,1,0
40608,42.67884,-83.13268,1,0
40609,42.68291,-83.19324,1,0
40610,42.16650,-83.78016,1,0
40613,41.36684,-81.76380,1,0
40653,44.52037,-85.99136,1,0
40689,39.00168,-76.52525,1,0
40697,40.39788,-75.58899,1,0
40701,37.57878,-77.48941,1,0
40704,42.45500,-83.13111,1,0
40744,35.77462,-78.63771,1,0
40745,35.77288,-78.63850,1,0
40747,35.77262,-78.64149,1,0
40751,35.77937,-78.63820,1,0
40752,42.18715,-122.68950,1,0
40772,47.97725,-122.20637,1,0
40775,45.47596,-122.77705,1,0
40777,45.43028,-122.57013,1,0
40790,33.90999,-84.29140,1,0
40791,21.29372,-157.86037,1,0
40794,41.97851,-87.90328,1,0
40796,41.98456,-87.82284,1,0
40840,43.21731,-71.53656,1,0
40854,36.01000,-78.92141,1,0
40904,45.35535,-122.84013,1,0
40905,45.35632,-122.83884,1,0
40940,33.93173,-81.05930,1,0
40965,36.38030,-94.17799,1,0
40978,28.42482,-81.44509,1,0
40979,28.47055,-81.39686,1,0
40982,28.46023,-81.46966,1,0
40983,28.42905,-81.44937,1,0
40984,28.48599,-81.45718,1,0
40986,27.95670,-82.52362,1,0
40992,28.59052,-81.37090,1,0
40994,28.06288,-82.73947,1,0
40996,41.60733,-93.73590,1,0
40997,41.00709,-91.98175,1,0
40998,41.64593,-93.76943,1,0
41003,38.91844,-94.64846,1,0
41006,38.62353,-77.08690,1,0
41007,38.36910,-76.96039,1,0
41025,42.78876,-86.10361,1,0
41032,43.22429,-86.33635,1,0
41085,42.21887,-122.74057,1,0
41108,37.76499,-77.47672,1,0
41117,34.84683,-82.40419,1,0
41127,42.56222,-70.88959,1,0
41206,37.75433,-122.40484,1,0
41224,37.92834,-122.05825,1,0
41237,36.14523,-115.22792,1,0
41260,40.72809,-73.33048,1,0
41264,34.88945,-82.21551,1,0
41265,30.25114,-97.69154,1,0
41266,30.18530,-97.80118,1,0
41269,30.42323,-97.71479,1,0
41272,30.26884,-97.73913,1,0
41299,38.93844,-77.26690,1,0
41311,37.72698,-122.23187,1,0
41325,38.55171,-121.33816,1,0
41329,37.44351,-122.16284,1,0
41330,37.44440,-122.16004,1,0
41332,37.43170,-122.18210,1,0
41334,37.47234,-122.23534,1,0
41338,37.78023,-122.41749,1,0
41340,37.78494,-122.43041,1,0
41341,37.78864,-122.42003,1,0
41395,38.44753,-78.87074,1,0
41432,37.43243,-122.16358,1,0
41483,36.54792,-82.56179,1,0
41520,43.00144,-89.42434,1,0
41524,43.07401,-89.39727,1,0
41525,43.06291,-89.40788,1,0
41526,35.27971,-120.66090,1,0
41553,35.92353,-78.59988,1,0
41579,47.60412,-122.33291,1,0
41581,38.75660,-77.79351,1,0
41753,43.04883,-76.14896,1,0
41756,43.04166,-76.12000,1,0
41757,43.04171,-76.11955,1,0
41758,45.47596,-122.82556,1,0
41763,36.05215,-86.59919,1,0
41769,30.39990,-97.68362,1,0
41773,38.80379,-77.51658,1,0
41774,47.54458,-122.01683,1,0
41776,47.43402,-122.27318,1,0
41780,47.22798,-122.48510,1,0
41787,34.02549,-118.38085,1,0
41788,38.65848,-121.12929,1,0
41789,38.67014,-121.16504,1,0
41790,37.89344,-122.11718,1,0
41791,34.04868,-118.26215,1,0
41795,37.44041,-122.16320,1,0
41800,26.64279,-81.86913,1,0
41804,38.59670,-121.41490,1,0
41809,28.46351,-81.46142,1,0
41810,28.50373,-81.42265,1,0
41811,28.42569,-81.43476,1,1
41814,27.95126,-82.45178,1,0
41824,41.78704,-88.22646,1,0
41827,42.21812,-71.54239,1,0
41837,42.82572,-82.48506,1,0
41838,42.82099,-82.48889,1,0
41839,42.57389,-83.14704,1,0
41847,35.23264,-80.93394,1,0
41849,40.35012,-74.66273,1,0
41854,43.03348,-76.01829,1,0
41859,43.21291,-75.45899,1,0
41861,43.22363,-75.44696,1,0
41862,43.22721,-75.45967,1,0
41863,43.21885,-75.46319,1,0
41864,43.06754,-76.17039,1,0
41941,29.34381,-98.43693,1,0
41974,40.43592,-79.77195,1,0
41984,21.30703,-157.85773,1,0
41986,21.30230,-157.86132,1,0
41987,21.27854,-157.82832,1,0
41988,21.27252,-157.82325,1,0
41989,39.26894,-76.59960,1,0
42013,40.71441,-111.90055,1,0
42016,41.96108,-71.49461,1,1
42032,34.13831,-84.25111,1,0
42047,47.25930,-122.43424,1,0
42051,47.25435,-122.43962,1,0
42110,27.49908,-82.56944,1,0
42124,28.42999,-81.47512,1,0
42125,28.49937,-81.30390,1,0
42126,27.97612,-82.51111,1,0
42130,28.51225,-81.35341,1,0
42131,28.51288,-81.35870,1,0
42136,27.70936,-82.73754,1,0
42140,28.59090,-81.36610,1,0
42163,42.06420,-87.70316,1,0
42169,42.23373,-71.02001,1,0
42177,42.96418,-85.67814,1,0
42178,42.96357,-85.68013,1,0
42181,42.35653,-71.05332,1,0
42185,42.51807,-83.51037,1,0
42186,42.49904,-83.43934,1,0
42193,40.72841,-74.00733,1,0
42201,30.27433,-97.76449,1,0
42202,30.27304,-97.75999,1,0
42207,30.26646,-97.77485,1,0
42209,29.94917,-95.33138,1,0
42216,32.94807,-96.69855,1,0
42224,47.61879,-122.12247,1,0
42225,47.61778,-122.12191,1,0
42228,47.56885,-122.14562,1,0
42229,47.58237,-122.13528,1,0
42231,47.58182,-122.15409,1,0
42237,47.67848,-122.20681,1,0
42238,47.67567,-122.20207,1,0
42240,47.60145,-122.03797,1,0
42242,44.51955,-88.01015,1,0
42247,38.42410,-121.41862,1,0
42256,34.05083,-118.25887,1,0
42257,34.05216,-118.25461,1,0
42267,37.46669,-121.17491,1,0
42270,38.59499,-121.36556,1,0
42273,37.76867,-122.38943,1,0
42274,37.76828,-122.39386,1,0
42276,37.96452,-122.34478,1,0
42285,27.49328,-82.57323,1,0
42287,27.49822,-82.57233,1,0
42319,34.18210,-118.30896,1,0
42321,34.18083,-118.31012,1,0
42322,34.15556,-118.34598,1,0
42374,37.65220,-121.88094,1,0
42382,21.27914,-157.83169,1,0
42384,21.27785,-157.82505,1,0
42395,40.44145,-80.14975,1,0
42396,35.77908,-78.64178,1,0
42397,35.77728,-78.63928,1,0
42398,35.76040,-78.62501,1,0
42399,35.86260,-78.64364,1,0
42400,35.80044,-78.66345,1,0
42401,35.78879,-78.57311,1,0
42403,35.76748,-78.56346,1,0
42404,40.63151,-80.05582,1,0
42423,41.82310,-71.34761,1,0
42432,39.99244,-105.22543,1,0
42461,40.49697,-89.00474,1,0
42462,40.50834,-88.98579,1,0
42488,29.92083,-90.11764,1,0
42499,40.53179,-89.01755,1,0
42529,40.59342,-105.06840,1,0
42538,41.46327,-87.32495,1,0
42640,39.96036,-82.99846,1,0
42656,42.66674,-88.52426,1,0
42657,48.39892,-122.33362,1,0
42663,37.43448,-122.15337,1,0
42673,37.99824,-122.53242,1,0
42676,33.76758,-118.19303,1,0
42678,37.88456,-122.50217,1,0
42680,38.00242,-122.53342,1,0
42687,37.92896,-122.05858,1,0
42692,28.29455,-81.40680,1,0
42693,28.29141,-81.40410,1,0
42701,28.56574,-81.38977,1,0
42705,20.68831,-156.43975,1,0
42707,41.95392,-87.68605,1,0
42711,40.53179,-89.01755,1,0
42719,42.96920,-85.67046,1,0
42720,42.96368,-85.67099,1,0
42726,42.27875,-83.74557,1,0
42729,42.96287,-85.66874,1,0
